;file_name;band;sensor;date;patch_type;EID
0;CL0001__CDEM__None__DEM;DEM;CDEM;;None;CL0001
1;CL0001__CDEM__None__SLOPE;SLOPE;CDEM;;None;CL0001
2;CL0001__None__None__MASK;MASK;None;;None;CL0001
3;CL0001__S1SLC__2017-11-04_2017-11-16__ASC_COHVV;COHVV;S1SLC;16.11.2017;PRE2;CL0001
4;CL0001__S1SLC__2017-11-04__ASC_ALPHA;ALPHA;S1SLC;04.11.2017;PRE3;CL0001
5;CL0001__S1SLC__2017-11-04__ASC_ANISOTROPY;ANISOTROPY;S1SLC;04.11.2017;PRE3;CL0001
6;CL0001__S1SLC__2017-11-04__ASC_ENTROPY;ENTROPY;S1SLC;04.11.2017;PRE3;CL0001
7;CL0001__S1SLC__2017-11-04__ASC_gVH;gVH;S1SLC;04.11.2017;PRE3;CL0001
8;CL0001__S1SLC__2017-11-04__ASC_gVV;gVV;S1SLC;04.11.2017;PRE3;CL0001
9;CL0001__S1SLC__2017-11-16_2017-11-28__ASC_COHVV;COHVV;S1SLC;28.11.2017;PRE1;CL0001
10;CL0001__S1SLC__2017-11-16__ASC_ALPHA;ALPHA;S1SLC;16.11.2017;PRE2;CL0001
11;CL0001__S1SLC__2017-11-16__ASC_ANISOTROPY;ANISOTROPY;S1SLC;16.11.2017;PRE2;CL0001
12;CL0001__S1SLC__2017-11-16__ASC_ENTROPY;ENTROPY;S1SLC;16.11.2017;PRE2;CL0001
13;CL0001__S1SLC__2017-11-16__ASC_gVH;gVH;S1SLC;16.11.2017;PRE2;CL0001
14;CL0001__S1SLC__2017-11-16__ASC_gVV;gVV;S1SLC;16.11.2017;PRE2;CL0001
15;CL0001__S1SLC__2017-11-28_2017-12-22__ASC_COHVV;COHVV;S1SLC;22.12.2017;POST1;CL0001
16;CL0001__S1SLC__2017-11-28__ASC_ALPHA;ALPHA;S1SLC;28.11.2017;PRE1;CL0001
17;CL0001__S1SLC__2017-11-28__ASC_ANISOTROPY;ANISOTROPY;S1SLC;28.11.2017;PRE1;CL0001
18;CL0001__S1SLC__2017-11-28__ASC_ENTROPY;ENTROPY;S1SLC;28.11.2017;PRE1;CL0001
19;CL0001__S1SLC__2017-11-28__ASC_gVH;gVH;S1SLC;28.11.2017;PRE1;CL0001
20;CL0001__S1SLC__2017-11-28__ASC_gVV;gVV;S1SLC;28.11.2017;PRE1;CL0001
21;CL0001__S1SLC__2017-12-22_2018-01-03__ASC_COHVV;COHVV;S1SLC;03.01.2018;POST2;CL0001
22;CL0001__S1SLC__2017-12-22__ASC_ALPHA;ALPHA;S1SLC;22.12.2017;POST1;CL0001
