;file_name;band;sensor;date;patch_type;EID
19;KG0002__S1SLC__2017-04-11__ASC_gVH;gVH;S1SLC;11.04.2017;PRE1;KG0002
20;KG0002__S1SLC__2017-04-11__ASC_gVV;gVV;S1SLC;11.04.2017;PRE1;KG0002
21;KG0002__S1SLC__2017-04-23_2017-05-05__ASC_COHVV;COHVV;S1SLC;05.05.2017;POST2;KG0002
22;KG0002__S1SLC__2017-04-23__ASC_ALPHA;ALPHA;S1SLC;23.04.2017;POST1;KG0002
23;KG0002__S1SLC__2017-04-23__ASC_ANISOTROPY;ANISOTROPY;S1SLC;23.04.2017;POST1;KG0002
24;KG0002__S1SLC__2017-04-23__ASC_ENTROPY;ENTROPY;S1SLC;23.04.2017;POST1;KG0002
25;KG0002__S1SLC__2017-04-23__ASC_gVH;gVH;S1SLC;23.04.2017;POST1;KG0002
26;KG0002__S1SLC__2017-04-23__ASC_gVV;gVV;S1SLC;23.04.2017;POST1;KG0002
27;KG0002__S1SLC__2017-05-05_2017-05-17__ASC_COHVV;COHVV;S1SLC;17.05.2017;POST3;KG0002
28;KG0002__S1SLC__2017-05-05__ASC_ALPHA;ALPHA;S1SLC;05.05.2017;POST2;KG0002
29;KG0002__S1SLC__2017-05-05__ASC_ANISOTROPY;ANISOTROPY;S1SLC;05.05.2017;POST2;KG0002
30;KG0002__S1SLC__2017-05-05__ASC_ENTROPY;ENTROPY;S1SLC;05.05.2017;POST2;KG0002
31;KG0002__S1SLC__2017-05-05__ASC_gVH;gVH;S1SLC;05.05.2017;POST2;KG0002
32;KG0002__S1SLC__2017-05-05__ASC_gVV;gVV;S1SLC;05.05.2017;POST2;KG0002
33;KG0002__S1SLC__2017-05-17__ASC_ALPHA;ALPHA;S1SLC;17.05.2017;POST3;KG0002
34;KG0002__S1SLC__2017-05-17__ASC_ANISOTROPY;ANISOTROPY;S1SLC;17.05.2017;POST3;KG0002
35;KG0002__S1SLC__2017-05-17__ASC_ENTROPY;ENTROPY;S1SLC;17.05.2017;POST3;KG0002
36;KG0002__S1SLC__2017-05-17__ASC_gVH;gVH;S1SLC;17.05.2017;POST3;KG0002
37;KG0002__S1SLC__2017-05-17__ASC_gVV;gVV;S1SLC;17.05.2017;POST3;KG0002
38;KG0002__S2L2A__2017-04-09__B02;B02;S2L2A;09.04.2017;PRE1;KG0002
39;KG0002__S2L2A__2017-04-09__B03;B03;S2L2A;09.04.2017;PRE1;KG0002
40;KG0002__S2L2A__2017-04-09__B04;B04;S2L2A;09.04.2017;PRE1;KG0002
41;KG0002__S2L2A__2017-04-09__B05;B05;S2L2A;09.04.2017;PRE1;KG0002
42;KG0002__S2L2A__2017-04-09__B06;B06;S2L2A;09.04.2017;PRE1;KG0002
43;KG0002__S2L2A__2017-04-09__B07;B07;S2L2A;09.04.2017;PRE1;KG0002
44;KG0002__S2L2A__2017-04-09__B08;B08;S2L2A;09.04.2017;PRE1;KG0002
45;KG0002__S2L2A__2017-04-09__B11;B11;S2L2A;09.04.2017;PRE1;KG0002
46;KG0002__S2L2A__2017-04-09__B12;B12;S2L2A;09.04.2017;PRE1;KG0002
47;KG0002__S2L2A__2017-04-09__B8A;B8A;S2L2A;09.04.2017;PRE1;KG0002
48;KG0002__S2L2A__2017-04-09__NDVI;NDVI;S2L2A;09.04.2017;PRE1;KG0002
49;KG0002__S2L2A__2017-06-08__B02;B02;S2L2A;08.06.2017;POST1;KG0002
50;KG0002__S2L2A__2017-06-08__B03;B03;S2L2A;08.06.2017;POST1;KG0002
51;KG0002__S2L2A__2017-06-08__B04;B04;S2L2A;08.06.2017;POST1;KG0002
52;KG0002__S2L2A__2017-06-08__B05;B05;S2L2A;08.06.2017;POST1;KG0002
53;KG0002__S2L2A__2017-06-08__B06;B06;S2L2A;08.06.2017;POST1;KG0002
54;KG0002__S2L2A__2017-06-08__B07;B07;S2L2A;08.06.2017;POST1;KG0002
55;KG0002__S2L2A__2017-06-08__B08;B08;S2L2A;08.06.2017;POST1;KG0002
56;KG0002__S2L2A__2017-06-08__B11;B11;S2L2A;08.06.2017;POST1;KG0002
57;KG0002__S2L2A__2017-06-08__B12;B12;S2L2A;08.06.2017;POST1;KG0002
58;KG0002__S2L2A__2017-06-08__B8A;B8A;S2L2A;08.06.2017;POST1;KG0002
59;KG0002__S2L2A__2017-06-08__NDVI;NDVI;S2L2A;08.06.2017;POST1;KG0002
