;file_name;band;sensor;date;patch_type;EID
23;CN0001__S1SLC__2017-07-13__DES_ANISOTROPY;ANISOTROPY;S1SLC;13.07.2017;POST1;CN0001
24;CN0001__S1SLC__2017-07-13__DES_ENTROPY;ENTROPY;S1SLC;13.07.2017;POST1;CN0001
25;CN0001__S1SLC__2017-07-13__DES_gVH;gVH;S1SLC;13.07.2017;POST1;CN0001
26;CN0001__S1SLC__2017-07-13__DES_gVV;gVV;S1SLC;13.07.2017;POST1;CN0001
27;CN0001__S1SLC__2017-07-25_2017-08-06__DES_COHVV;COHVV;S1SLC;06.08.2017;POST3;CN0001
28;CN0001__S1SLC__2017-07-25__DES_ALPHA;ALPHA;S1SLC;25.07.2017;POST2;CN0001
29;CN0001__S1SLC__2017-07-25__DES_ANISOTROPY;ANISOTROPY;S1SLC;25.07.2017;POST2;CN0001
30;CN0001__S1SLC__2017-07-25__DES_ENTROPY;ENTROPY;S1SLC;25.07.2017;POST2;CN0001
31;CN0001__S1SLC__2017-07-25__DES_gVH;gVH;S1SLC;25.07.2017;POST2;CN0001
32;CN0001__S1SLC__2017-07-25__DES_gVV;gVV;S1SLC;25.07.2017;POST2;CN0001
33;CN0001__S1SLC__2017-08-06__DES_ALPHA;ALPHA;S1SLC;06.08.2017;POST3;CN0001
34;CN0001__S1SLC__2017-08-06__DES_ANISOTROPY;ANISOTROPY;S1SLC;06.08.2017;POST3;CN0001
35;CN0001__S1SLC__2017-08-06__DES_ENTROPY;ENTROPY;S1SLC;06.08.2017;POST3;CN0001
36;CN0001__S1SLC__2017-08-06__DES_gVH;gVH;S1SLC;06.08.2017;POST3;CN0001
37;CN0001__S1SLC__2017-08-06__DES_gVV;gVV;S1SLC;06.08.2017;POST3;CN0001
38;CN0001__S2L2A__2017-02-09__B02;B02;S2L2A;09.02.2017;PRE1;CN0001
39;CN0001__S2L2A__2017-02-09__B03;B03;S2L2A;09.02.2017;PRE1;CN0001
40;CN0001__S2L2A__2017-02-09__B04;B04;S2L2A;09.02.2017;PRE1;CN0001
41;CN0001__S2L2A__2017-02-09__B05;B05;S2L2A;09.02.2017;PRE1;CN0001
42;CN0001__S2L2A__2017-02-09__B06;B06;S2L2A;09.02.2017;PRE1;CN0001
43;CN0001__S2L2A__2017-02-09__B07;B07;S2L2A;09.02.2017;PRE1;CN0001
44;CN0001__S2L2A__2017-02-09__B08;B08;S2L2A;09.02.2017;PRE1;CN0001
45;CN0001__S2L2A__2017-02-09__B11;B11;S2L2A;09.02.2017;PRE1;CN0001
46;CN0001__S2L2A__2017-02-09__B12;B12;S2L2A;09.02.2017;PRE1;CN0001
47;CN0001__S2L2A__2017-02-09__B8A;B8A;S2L2A;09.02.2017;PRE1;CN0001
48;CN0001__S2L2A__2017-02-09__NDVI;NDVI;S2L2A;09.02.2017;PRE1;CN0001
49;CN0001__S2L2A__2017-08-13__B02;B02;S2L2A;13.08.2017;POST1;CN0001
50;CN0001__S2L2A__2017-08-13__B03;B03;S2L2A;13.08.2017;POST1;CN0001
51;CN0001__S2L2A__2017-08-13__B04;B04;S2L2A;13.08.2017;POST1;CN0001
52;CN0001__S2L2A__2017-08-13__B05;B05;S2L2A;13.08.2017;POST1;CN0001
53;CN0001__S2L2A__2017-08-13__B06;B06;S2L2A;13.08.2017;POST1;CN0001
54;CN0001__S2L2A__2017-08-13__B07;B07;S2L2A;13.08.2017;POST1;CN0001
55;CN0001__S2L2A__2017-08-13__B08;B08;S2L2A;13.08.2017;POST1;CN0001
56;CN0001__S2L2A__2017-08-13__B11;B11;S2L2A;13.08.2017;POST1;CN0001
57;CN0001__S2L2A__2017-08-13__B12;B12;S2L2A;13.08.2017;POST1;CN0001
58;CN0001__S2L2A__2017-08-13__B8A;B8A;S2L2A;13.08.2017;POST1;CN0001
59;CN0001__S2L2A__2017-08-13__NDVI;NDVI;S2L2A;13.08.2017;POST1;CN0001
