;file_name;band;sensor;date;patch_type;EID
0;PH0004__CDEM__None__DEM;DEM;CDEM;;None;PH0004
1;PH0004__CDEM__None__SLOPE;SLOPE;CDEM;;None;PH0004
2;PH0004__None__None__MASK;MASK;None;;None;PH0004
3;PH0004__S1SLC__2022-03-13_2022-03-25__DES_COHVV;COHVV;S1SLC;25.03.2022;PRE2;PH0004
4;PH0004__S1SLC__2022-03-13__DES_ALPHA;ALPHA;S1SLC;13.03.2022;PRE3;PH0004
5;PH0004__S1SLC__2022-03-13__DES_ANISOTROPY;ANISOTROPY;S1SLC;13.03.2022;PRE3;PH0004
6;PH0004__S1SLC__2022-03-13__DES_ENTROPY;ENTROPY;S1SLC;13.03.2022;PRE3;PH0004
7;PH0004__S1SLC__2022-03-13__DES_gVH;gVH;S1SLC;13.03.2022;PRE3;PH0004
8;PH0004__S1SLC__2022-03-13__DES_gVV;gVV;S1SLC;13.03.2022;PRE3;PH0004
9;PH0004__S1SLC__2022-03-25_2022-04-06__DES_COHVV;COHVV;S1SLC;06.04.2022;PRE1;PH0004
10;PH0004__S1SLC__2022-03-25__DES_ALPHA;ALPHA;S1SLC;25.03.2022;PRE2;PH0004
11;PH0004__S1SLC__2022-03-25__DES_ANISOTROPY;ANISOTROPY;S1SLC;25.03.2022;PRE2;PH0004
12;PH0004__S1SLC__2022-03-25__DES_ENTROPY;ENTROPY;S1SLC;25.03.2022;PRE2;PH0004
13;PH0004__S1SLC__2022-03-25__DES_gVH;gVH;S1SLC;25.03.2022;PRE2;PH0004
14;PH0004__S1SLC__2022-03-25__DES_gVV;gVV;S1SLC;25.03.2022;PRE2;PH0004
15;PH0004__S1SLC__2022-04-06_2022-04-18__DES_COHVV;COHVV;S1SLC;18.04.2022;POST1;PH0004
16;PH0004__S1SLC__2022-04-06__DES_ALPHA;ALPHA;S1SLC;06.04.2022;PRE1;PH0004
17;PH0004__S1SLC__2022-04-06__DES_ANISOTROPY;ANISOTROPY;S1SLC;06.04.2022;PRE1;PH0004
18;PH0004__S1SLC__2022-04-06__DES_ENTROPY;ENTROPY;S1SLC;06.04.2022;PRE1;PH0004
19;PH0004__S1SLC__2022-04-06__DES_gVH;gVH;S1SLC;06.04.2022;PRE1;PH0004
20;PH0004__S1SLC__2022-04-06__DES_gVV;gVV;S1SLC;06.04.2022;PRE1;PH0004
21;PH0004__S1SLC__2022-04-18_2022-04-30__DES_COHVV;COHVV;S1SLC;30.04.2022;POST2;PH0004
22;PH0004__S1SLC__2022-04-18__DES_ALPHA;ALPHA;S1SLC;18.04.2022;POST1;PH0004
23;PH0004__S1SLC__2022-04-18__DES_ANISOTROPY;ANISOTROPY;S1SLC;18.04.2022;POST1;PH0004
24;PH0004__S1SLC__2022-04-18__DES_ENTROPY;ENTROPY;S1SLC;18.04.2022;POST1;PH0004
25;PH0004__S1SLC__2022-04-18__DES_gVH;gVH;S1SLC;18.04.2022;POST1;PH0004
26;PH0004__S1SLC__2022-04-18__DES_gVV;gVV;S1SLC;18.04.2022;POST1;PH0004
27;PH0004__S1SLC__2022-04-30_2022-05-12__DES_COHVV;COHVV;S1SLC;12.05.2022;POST3;PH0004
28;PH0004__S1SLC__2022-04-30__DES_ALPHA;ALPHA;S1SLC;30.04.2022;POST2;PH0004
29;PH0004__S1SLC__2022-04-30__DES_ANISOTROPY;ANISOTROPY;S1SLC;30.04.2022;POST2;PH0004
30;PH0004__S1SLC__2022-04-30__DES_ENTROPY;ENTROPY;S1SLC;30.04.2022;POST2;PH0004
31;PH0004__S1SLC__2022-04-30__DES_gVH;gVH;S1SLC;30.04.2022;POST2;PH0004
32;PH0004__S1SLC__2022-04-30__DES_gVV;gVV;S1SLC;30.04.2022;POST2;PH0004
33;PH0004__S1SLC__2022-05-12__DES_ALPHA;ALPHA;S1SLC;12.05.2022;POST3;PH0004
34;PH0004__S1SLC__2022-05-12__DES_ANISOTROPY;ANISOTROPY;S1SLC;12.05.2022;POST3;PH0004
35;PH0004__S1SLC__2022-05-12__DES_ENTROPY;ENTROPY;S1SLC;12.05.2022;POST3;PH0004
36;PH0004__S1SLC__2022-05-12__DES_gVH;gVH;S1SLC;12.05.2022;POST3;PH0004
37;PH0004__S1SLC__2022-05-12__DES_gVV;gVV;S1SLC;12.05.2022;POST3;PH0004
38;PH0004__S2L2A__2022-01-11__B02;B02;S2L2A;11.01.2022;PRE1;PH0004
39;PH0004__S2L2A__2022-01-11__B03;B03;S2L2A;11.01.2022;PRE1;PH0004
40;PH0004__S2L2A__2022-01-11__B04;B04;S2L2A;11.01.2022;PRE1;PH0004
41;PH0004__S2L2A__2022-01-11__B05;B05;S2L2A;11.01.2022;PRE1;PH0004
42;PH0004__S2L2A__2022-01-11__B06;B06;S2L2A;11.01.2022;PRE1;PH0004
43;PH0004__S2L2A__2022-01-11__B07;B07;S2L2A;11.01.2022;PRE1;PH0004
44;PH0004__S2L2A__2022-01-11__B08;B08;S2L2A;11.01.2022;PRE1;PH0004
45;PH0004__S2L2A__2022-01-11__B11;B11;S2L2A;11.01.2022;PRE1;PH0004
46;PH0004__S2L2A__2022-01-11__B12;B12;S2L2A;11.01.2022;PRE1;PH0004
47;PH0004__S2L2A__2022-01-11__B8A;B8A;S2L2A;11.01.2022;PRE1;PH0004
48;PH0004__S2L2A__2022-01-11__NDVI;NDVI;S2L2A;11.01.2022;PRE1;PH0004
49;PH0004__S2L2A__2022-05-16__B02;B02;S2L2A;16.05.2022;POST1;PH0004
50;PH0004__S2L2A__2022-05-16__B03;B03;S2L2A;16.05.2022;POST1;PH0004
51;PH0004__S2L2A__2022-05-16__B04;B04;S2L2A;16.05.2022;POST1;PH0004
52;PH0004__S2L2A__2022-05-16__B05;B05;S2L2A;16.05.2022;POST1;PH0004
53;PH0004__S2L2A__2022-05-16__B06;B06;S2L2A;16.05.2022;POST1;PH0004
54;PH0004__S2L2A__2022-05-16__B07;B07;S2L2A;16.05.2022;POST1;PH0004
55;PH0004__S2L2A__2022-05-16__B08;B08;S2L2A;16.05.2022;POST1;PH0004
56;PH0004__S2L2A__2022-05-16__B11;B11;S2L2A;16.05.2022;POST1;PH0004
57;PH0004__S2L2A__2022-05-16__B12;B12;S2L2A;16.05.2022;POST1;PH0004
58;PH0004__S2L2A__2022-05-16__B8A;B8A;S2L2A;16.05.2022;POST1;PH0004
59;PH0004__S2L2A__2022-05-16__NDVI;NDVI;S2L2A;16.05.2022;POST1;PH0004
