;file_name;band;sensor;date;patch_type;EID
0;IN0001__CDEM__None__DEM;DEM;CDEM;;None;IN0001
1;IN0001__CDEM__None__SLOPE;SLOPE;CDEM;;None;IN0001
2;IN0001__None__None__MASK;MASK;None;;None;IN0001
3;IN0001__S1SLC__2021-07-14_2021-07-26__ASC_COHVV;COHVV;S1SLC;26.07.2021;PRE2;IN0001
4;IN0001__S1SLC__2021-07-14__ASC_ALPHA;ALPHA;S1SLC;14.07.2021;PRE3;IN0001
5;IN0001__S1SLC__2021-07-14__ASC_ANISOTROPY;ANISOTROPY;S1SLC;14.07.2021;PRE3;IN0001
6;IN0001__S1SLC__2021-07-14__ASC_ENTROPY;ENTROPY;S1SLC;14.07.2021;PRE3;IN0001
7;IN0001__S1SLC__2021-07-14__ASC_gVH;gVH;S1SLC;14.07.2021;PRE3;IN0001
8;IN0001__S1SLC__2021-07-14__ASC_gVV;gVV;S1SLC;14.07.2021;PRE3;IN0001
9;IN0001__S1SLC__2021-07-26_2021-08-07__ASC_COHVV;COHVV;S1SLC;07.08.2021;PRE1;IN0001
10;IN0001__S1SLC__2021-07-26__ASC_ALPHA;ALPHA;S1SLC;26.07.2021;PRE2;IN0001
11;IN0001__S1SLC__2021-07-26__ASC_ANISOTROPY;ANISOTROPY;S1SLC;26.07.2021;PRE2;IN0001
12;IN0001__S1SLC__2021-07-26__ASC_ENTROPY;ENTROPY;S1SLC;26.07.2021;PRE2;IN0001
13;IN0001__S1SLC__2021-07-26__ASC_gVH;gVH;S1SLC;26.07.2021;PRE2;IN0001
14;IN0001__S1SLC__2021-07-26__ASC_gVV;gVV;S1SLC;26.07.2021;PRE2;IN0001
15;IN0001__S1SLC__2021-08-07_2021-08-19__ASC_COHVV;COHVV;S1SLC;19.08.2021;POST1;IN0001
16;IN0001__S1SLC__2021-08-07__ASC_ALPHA;ALPHA;S1SLC;07.08.2021;PRE1;IN0001
17;IN0001__S1SLC__2021-08-07__ASC_ANISOTROPY;ANISOTROPY;S1SLC;07.08.2021;PRE1;IN0001
18;IN0001__S1SLC__2021-08-07__ASC_ENTROPY;ENTROPY;S1SLC;07.08.2021;PRE1;IN0001
19;IN0001__S1SLC__2021-08-07__ASC_gVH;gVH;S1SLC;07.08.2021;PRE1;IN0001
20;IN0001__S1SLC__2021-08-07__ASC_gVV;gVV;S1SLC;07.08.2021;PRE1;IN0001
21;IN0001__S1SLC__2021-08-19_2021-08-31__ASC_COHVV;COHVV;S1SLC;31.08.2021;POST2;IN0001
22;IN0001__S1SLC__2021-08-19__ASC_ALPHA;ALPHA;S1SLC;19.08.2021;POST1;IN0001
23;IN0001__S1SLC__2021-08-19__ASC_ANISOTROPY;ANISOTROPY;S1SLC;19.08.2021;POST1;IN0001
24;IN0001__S1SLC__2021-08-19__ASC_ENTROPY;ENTROPY;S1SLC;19.08.2021;POST1;IN0001
25;IN0001__S1SLC__2021-08-19__ASC_gVH;gVH;S1SLC;19.08.2021;POST1;IN0001
26;IN0001__S1SLC__2021-08-19__ASC_gVV;gVV;S1SLC;19.08.2021;POST1;IN0001
27;IN0001__S1SLC__2021-08-31_2021-09-12__ASC_COHVV;COHVV;S1SLC;12.09.2021;POST3;IN0001
28;IN0001__S1SLC__2021-08-31__ASC_ALPHA;ALPHA;S1SLC;31.08.2021;POST2;IN0001
29;IN0001__S1SLC__2021-08-31__ASC_ANISOTROPY;ANISOTROPY;S1SLC;31.08.2021;POST2;IN0001
30;IN0001__S1SLC__2021-08-31__ASC_ENTROPY;ENTROPY;S1SLC;31.08.2021;POST2;IN0001
31;IN0001__S1SLC__2021-08-31__ASC_gVH;gVH;S1SLC;31.08.2021;POST2;IN0001
32;IN0001__S1SLC__2021-08-31__ASC_gVV;gVV;S1SLC;31.08.2021;POST2;IN0001
33;IN0001__S1SLC__2021-09-12__ASC_ALPHA;ALPHA;S1SLC;12.09.2021;POST3;IN0001
34;IN0001__S1SLC__2021-09-12__ASC_ANISOTROPY;ANISOTROPY;S1SLC;12.09.2021;POST3;IN0001
35;IN0001__S1SLC__2021-09-12__ASC_ENTROPY;ENTROPY;S1SLC;12.09.2021;POST3;IN0001
36;IN0001__S1SLC__2021-09-12__ASC_gVH;gVH;S1SLC;12.09.2021;POST3;IN0001
37;IN0001__S1SLC__2021-09-12__ASC_gVV;gVV;S1SLC;12.09.2021;POST3;IN0001
38;IN0001__S2L2A__2021-07-26__B02;B02;S2L2A;26.07.2021;PRE1;IN0001
39;IN0001__S2L2A__2021-07-26__B03;B03;S2L2A;26.07.2021;PRE1;IN0001
40;IN0001__S2L2A__2021-07-26__B04;B04;S2L2A;26.07.2021;PRE1;IN0001
41;IN0001__S2L2A__2021-07-26__B05;B05;S2L2A;26.07.2021;PRE1;IN0001
42;IN0001__S2L2A__2021-07-26__B06;B06;S2L2A;26.07.2021;PRE1;IN0001
43;IN0001__S2L2A__2021-07-26__B07;B07;S2L2A;26.07.2021;PRE1;IN0001
44;IN0001__S2L2A__2021-07-26__B08;B08;S2L2A;26.07.2021;PRE1;IN0001
45;IN0001__S2L2A__2021-07-26__B11;B11;S2L2A;26.07.2021;PRE1;IN0001
46;IN0001__S2L2A__2021-07-26__B12;B12;S2L2A;26.07.2021;PRE1;IN0001
47;IN0001__S2L2A__2021-07-26__B8A;B8A;S2L2A;26.07.2021;PRE1;IN0001
48;IN0001__S2L2A__2021-07-26__NDVI;NDVI;S2L2A;26.07.2021;PRE1;IN0001
49;IN0001__S2L2A__2021-08-17__B02;B02;S2L2A;17.08.2021;POST1;IN0001
50;IN0001__S2L2A__2021-08-17__B03;B03;S2L2A;17.08.2021;POST1;IN0001
51;IN0001__S2L2A__2021-08-17__B04;B04;S2L2A;17.08.2021;POST1;IN0001
52;IN0001__S2L2A__2021-08-17__B05;B05;S2L2A;17.08.2021;POST1;IN0001
53;IN0001__S2L2A__2021-08-17__B06;B06;S2L2A;17.08.2021;POST1;IN0001
54;IN0001__S2L2A__2021-08-17__B07;B07;S2L2A;17.08.2021;POST1;IN0001
55;IN0001__S2L2A__2021-08-17__B08;B08;S2L2A;17.08.2021;POST1;IN0001
56;IN0001__S2L2A__2021-08-17__B11;B11;S2L2A;17.08.2021;POST1;IN0001
57;IN0001__S2L2A__2021-08-17__B12;B12;S2L2A;17.08.2021;POST1;IN0001
58;IN0001__S2L2A__2021-08-17__B8A;B8A;S2L2A;17.08.2021;POST1;IN0001
59;IN0001__S2L2A__2021-08-17__NDVI;NDVI;S2L2A;17.08.2021;POST1;IN0001
