;file_name;band;sensor;date;patch_type;EID
17;IN0004__S1SLC__2022-06-23__ASC_ANISOTROPY;ANISOTROPY;S1SLC;23.06.2022;PRE1;IN0004
18;IN0004__S1SLC__2022-06-23__ASC_ENTROPY;ENTROPY;S1SLC;23.06.2022;PRE1;IN0004
19;IN0004__S1SLC__2022-06-23__ASC_gVH;gVH;S1SLC;23.06.2022;PRE1;IN0004
20;IN0004__S1SLC__2022-06-23__ASC_gVV;gVV;S1SLC;23.06.2022;PRE1;IN0004
21;IN0004__S1SLC__2022-07-05_2022-07-17__ASC_COHVV;COHVV;S1SLC;17.07.2022;POST2;IN0004
22;IN0004__S1SLC__2022-07-05__ASC_ALPHA;ALPHA;S1SLC;05.07.2022;POST1;IN0004
23;IN0004__S1SLC__2022-07-05__ASC_ANISOTROPY;ANISOTROPY;S1SLC;05.07.2022;POST1;IN0004
24;IN0004__S1SLC__2022-07-05__ASC_ENTROPY;ENTROPY;S1SLC;05.07.2022;POST1;IN0004
25;IN0004__S1SLC__2022-07-05__ASC_gVH;gVH;S1SLC;05.07.2022;POST1;IN0004
26;IN0004__S1SLC__2022-07-05__ASC_gVV;gVV;S1SLC;05.07.2022;POST1;IN0004
27;IN0004__S1SLC__2022-07-17_2022-07-29__ASC_COHVV;COHVV;S1SLC;29.07.2022;POST3;IN0004
28;IN0004__S1SLC__2022-07-17__ASC_ALPHA;ALPHA;S1SLC;17.07.2022;POST2;IN0004
29;IN0004__S1SLC__2022-07-17__ASC_ANISOTROPY;ANISOTROPY;S1SLC;17.07.2022;POST2;IN0004
30;IN0004__S1SLC__2022-07-17__ASC_ENTROPY;ENTROPY;S1SLC;17.07.2022;POST2;IN0004
31;IN0004__S1SLC__2022-07-17__ASC_gVH;gVH;S1SLC;17.07.2022;POST2;IN0004
32;IN0004__S1SLC__2022-07-17__ASC_gVV;gVV;S1SLC;17.07.2022;POST2;IN0004
33;IN0004__S1SLC__2022-07-29__ASC_ALPHA;ALPHA;S1SLC;29.07.2022;POST3;IN0004
34;IN0004__S1SLC__2022-07-29__ASC_ANISOTROPY;ANISOTROPY;S1SLC;29.07.2022;POST3;IN0004
35;IN0004__S1SLC__2022-07-29__ASC_ENTROPY;ENTROPY;S1SLC;29.07.2022;POST3;IN0004
36;IN0004__S1SLC__2022-07-29__ASC_gVH;gVH;S1SLC;29.07.2022;POST3;IN0004
37;IN0004__S1SLC__2022-07-29__ASC_gVV;gVV;S1SLC;29.07.2022;POST3;IN0004
38;IN0004__S2L2A__2022-04-28__B02;B02;S2L2A;28.04.2022;PRE1;IN0004
39;IN0004__S2L2A__2022-04-28__B03;B03;S2L2A;28.04.2022;PRE1;IN0004
40;IN0004__S2L2A__2022-04-28__B04;B04;S2L2A;28.04.2022;PRE1;IN0004
41;IN0004__S2L2A__2022-04-28__B05;B05;S2L2A;28.04.2022;PRE1;IN0004
42;IN0004__S2L2A__2022-04-28__B06;B06;S2L2A;28.04.2022;PRE1;IN0004
43;IN0004__S2L2A__2022-04-28__B07;B07;S2L2A;28.04.2022;PRE1;IN0004
44;IN0004__S2L2A__2022-04-28__B08;B08;S2L2A;28.04.2022;PRE1;IN0004
45;IN0004__S2L2A__2022-04-28__B11;B11;S2L2A;28.04.2022;PRE1;IN0004
46;IN0004__S2L2A__2022-04-28__B12;B12;S2L2A;28.04.2022;PRE1;IN0004
47;IN0004__S2L2A__2022-04-28__B8A;B8A;S2L2A;28.04.2022;PRE1;IN0004
48;IN0004__S2L2A__2022-04-28__NDVI;NDVI;S2L2A;28.04.2022;PRE1;IN0004
49;IN0004__S2L2A__2022-09-30__B02;B02;S2L2A;30.09.2022;POST1;IN0004
50;IN0004__S2L2A__2022-09-30__B03;B03;S2L2A;30.09.2022;POST1;IN0004
51;IN0004__S2L2A__2022-09-30__B04;B04;S2L2A;30.09.2022;POST1;IN0004
52;IN0004__S2L2A__2022-09-30__B05;B05;S2L2A;30.09.2022;POST1;IN0004
53;IN0004__S2L2A__2022-09-30__B06;B06;S2L2A;30.09.2022;POST1;IN0004
54;IN0004__S2L2A__2022-09-30__B07;B07;S2L2A;30.09.2022;POST1;IN0004
55;IN0004__S2L2A__2022-09-30__B08;B08;S2L2A;30.09.2022;POST1;IN0004
56;IN0004__S2L2A__2022-09-30__B11;B11;S2L2A;30.09.2022;POST1;IN0004
57;IN0004__S2L2A__2022-09-30__B12;B12;S2L2A;30.09.2022;POST1;IN0004
58;IN0004__S2L2A__2022-09-30__B8A;B8A;S2L2A;30.09.2022;POST1;IN0004
59;IN0004__S2L2A__2022-09-30__NDVI;NDVI;S2L2A;30.09.2022;POST1;IN0004
