;file_name;band;sensor;date;patch_type;EID
19;CA0002__S1SLC__2019-05-04__ASC_gVH;gVH;S1SLC;04.05.2019;PRE1;CA0002
20;CA0002__S1SLC__2019-05-04__ASC_gVV;gVV;S1SLC;04.05.2019;PRE1;CA0002
21;CA0002__S1SLC__2019-05-16_2019-05-28__ASC_COHVV;COHVV;S1SLC;28.05.2019;POST2;CA0002
22;CA0002__S1SLC__2019-05-16__ASC_ALPHA;ALPHA;S1SLC;16.05.2019;POST1;CA0002
23;CA0002__S1SLC__2019-05-16__ASC_ANISOTROPY;ANISOTROPY;S1SLC;16.05.2019;POST1;CA0002
24;CA0002__S1SLC__2019-05-16__ASC_ENTROPY;ENTROPY;S1SLC;16.05.2019;POST1;CA0002
25;CA0002__S1SLC__2019-05-16__ASC_gVH;gVH;S1SLC;16.05.2019;POST1;CA0002
26;CA0002__S1SLC__2019-05-16__ASC_gVV;gVV;S1SLC;16.05.2019;POST1;CA0002
27;CA0002__S1SLC__2019-05-28_2019-06-09__ASC_COHVV;COHVV;S1SLC;09.06.2019;POST3;CA0002
28;CA0002__S1SLC__2019-05-28__ASC_ALPHA;ALPHA;S1SLC;28.05.2019;POST2;CA0002
29;CA0002__S1SLC__2019-05-28__ASC_ANISOTROPY;ANISOTROPY;S1SLC;28.05.2019;POST2;CA0002
30;CA0002__S1SLC__2019-05-28__ASC_ENTROPY;ENTROPY;S1SLC;28.05.2019;POST2;CA0002
31;CA0002__S1SLC__2019-05-28__ASC_gVH;gVH;S1SLC;28.05.2019;POST2;CA0002
32;CA0002__S1SLC__2019-05-28__ASC_gVV;gVV;S1SLC;28.05.2019;POST2;CA0002
33;CA0002__S1SLC__2019-06-09__ASC_ALPHA;ALPHA;S1SLC;09.06.2019;POST3;CA0002
34;CA0002__S1SLC__2019-06-09__ASC_ANISOTROPY;ANISOTROPY;S1SLC;09.06.2019;POST3;CA0002
35;CA0002__S1SLC__2019-06-09__ASC_ENTROPY;ENTROPY;S1SLC;09.06.2019;POST3;CA0002
36;CA0002__S1SLC__2019-06-09__ASC_gVH;gVH;S1SLC;09.06.2019;POST3;CA0002
37;CA0002__S1SLC__2019-06-09__ASC_gVV;gVV;S1SLC;09.06.2019;POST3;CA0002
38;CA0002__S2L2A__2019-04-01__B02;B02;S2L2A;01.04.2019;PRE1;CA0002
39;CA0002__S2L2A__2019-04-01__B03;B03;S2L2A;01.04.2019;PRE1;CA0002
40;CA0002__S2L2A__2019-04-01__B04;B04;S2L2A;01.04.2019;PRE1;CA0002
41;CA0002__S2L2A__2019-04-01__B05;B05;S2L2A;01.04.2019;PRE1;CA0002
42;CA0002__S2L2A__2019-04-01__B06;B06;S2L2A;01.04.2019;PRE1;CA0002
43;CA0002__S2L2A__2019-04-01__B07;B07;S2L2A;01.04.2019;PRE1;CA0002
44;CA0002__S2L2A__2019-04-01__B08;B08;S2L2A;01.04.2019;PRE1;CA0002
45;CA0002__S2L2A__2019-04-01__B11;B11;S2L2A;01.04.2019;PRE1;CA0002
46;CA0002__S2L2A__2019-04-01__B12;B12;S2L2A;01.04.2019;PRE1;CA0002
47;CA0002__S2L2A__2019-04-01__B8A;B8A;S2L2A;01.04.2019;PRE1;CA0002
48;CA0002__S2L2A__2019-04-01__NDVI;NDVI;S2L2A;01.04.2019;PRE1;CA0002
49;CA0002__S2L2A__2019-05-26__B02;B02;S2L2A;26.05.2019;POST1;CA0002
50;CA0002__S2L2A__2019-05-26__B03;B03;S2L2A;26.05.2019;POST1;CA0002
51;CA0002__S2L2A__2019-05-26__B04;B04;S2L2A;26.05.2019;POST1;CA0002
52;CA0002__S2L2A__2019-05-26__B05;B05;S2L2A;26.05.2019;POST1;CA0002
53;CA0002__S2L2A__2019-05-26__B06;B06;S2L2A;26.05.2019;POST1;CA0002
54;CA0002__S2L2A__2019-05-26__B07;B07;S2L2A;26.05.2019;POST1;CA0002
55;CA0002__S2L2A__2019-05-26__B08;B08;S2L2A;26.05.2019;POST1;CA0002
56;CA0002__S2L2A__2019-05-26__B11;B11;S2L2A;26.05.2019;POST1;CA0002
57;CA0002__S2L2A__2019-05-26__B12;B12;S2L2A;26.05.2019;POST1;CA0002
58;CA0002__S2L2A__2019-05-26__B8A;B8A;S2L2A;26.05.2019;POST1;CA0002
59;CA0002__S2L2A__2019-05-26__NDVI;NDVI;S2L2A;26.05.2019;POST1;CA0002
