;file_name;band;sensor;date;patch_type;EID
0;IR0001__CDEM__None__DEM;DEM;CDEM;;None;IR0001
1;IR0001__CDEM__None__SLOPE;SLOPE;CDEM;;None;IR0001
2;IR0001__None__None__MASK;MASK;None;;None;IR0001
3;IR0001__S1SLC__2019-02-22_2019-03-06__ASC_COHVV;COHVV;S1SLC;06.03.2019;PRE2;IR0001
4;IR0001__S1SLC__2019-02-22__ASC_ALPHA;ALPHA;S1SLC;22.02.2019;PRE3;IR0001
5;IR0001__S1SLC__2019-02-22__ASC_ANISOTROPY;ANISOTROPY;S1SLC;22.02.2019;PRE3;IR0001
6;IR0001__S1SLC__2019-02-22__ASC_ENTROPY;ENTROPY;S1SLC;22.02.2019;PRE3;IR0001
7;IR0001__S1SLC__2019-02-22__ASC_gVH;gVH;S1SLC;22.02.2019;PRE3;IR0001
8;IR0001__S1SLC__2019-02-22__ASC_gVV;gVV;S1SLC;22.02.2019;PRE3;IR0001
9;IR0001__S1SLC__2019-03-06_2019-03-18__ASC_COHVV;COHVV;S1SLC;18.03.2019;PRE1;IR0001
10;IR0001__S1SLC__2019-03-06__ASC_ALPHA;ALPHA;S1SLC;06.03.2019;PRE2;IR0001
11;IR0001__S1SLC__2019-03-06__ASC_ANISOTROPY;ANISOTROPY;S1SLC;06.03.2019;PRE2;IR0001
12;IR0001__S1SLC__2019-03-06__ASC_ENTROPY;ENTROPY;S1SLC;06.03.2019;PRE2;IR0001
13;IR0001__S1SLC__2019-03-06__ASC_gVH;gVH;S1SLC;06.03.2019;PRE2;IR0001
14;IR0001__S1SLC__2019-03-06__ASC_gVV;gVV;S1SLC;06.03.2019;PRE2;IR0001
15;IR0001__S1SLC__2019-03-18_2019-03-30__ASC_COHVV;COHVV;S1SLC;30.03.2019;POST1;IR0001
16;IR0001__S1SLC__2019-03-18__ASC_ALPHA;ALPHA;S1SLC;18.03.2019;PRE1;IR0001
17;IR0001__S1SLC__2019-03-18__ASC_ANISOTROPY;ANISOTROPY;S1SLC;18.03.2019;PRE1;IR0001
18;IR0001__S1SLC__2019-03-18__ASC_ENTROPY;ENTROPY;S1SLC;18.03.2019;PRE1;IR0001
19;IR0001__S1SLC__2019-03-18__ASC_gVH;gVH;S1SLC;18.03.2019;PRE1;IR0001
20;IR0001__S1SLC__2019-03-18__ASC_gVV;gVV;S1SLC;18.03.2019;PRE1;IR0001
21;IR0001__S1SLC__2019-03-30_2019-04-11__ASC_COHVV;COHVV;S1SLC;11.04.2019;POST2;IR0001
22;IR0001__S1SLC__2019-03-30__ASC_ALPHA;ALPHA;S1SLC;30.03.2019;POST1;IR0001
23;IR0001__S1SLC__2019-03-30__ASC_ANISOTROPY;ANISOTROPY;S1SLC;30.03.2019;POST1;IR0001
24;IR0001__S1SLC__2019-03-30__ASC_ENTROPY;ENTROPY;S1SLC;30.03.2019;POST1;IR0001
25;IR0001__S1SLC__2019-03-30__ASC_gVH;gVH;S1SLC;30.03.2019;POST1;IR0001
26;IR0001__S1SLC__2019-03-30__ASC_gVV;gVV;S1SLC;30.03.2019;POST1;IR0001
27;IR0001__S1SLC__2019-04-11_2019-04-23__ASC_COHVV;COHVV;S1SLC;23.04.2019;POST3;IR0001
28;IR0001__S1SLC__2019-04-11__ASC_ALPHA;ALPHA;S1SLC;11.04.2019;POST2;IR0001
29;IR0001__S1SLC__2019-04-11__ASC_ANISOTROPY;ANISOTROPY;S1SLC;11.04.2019;POST2;IR0001
30;IR0001__S1SLC__2019-04-11__ASC_ENTROPY;ENTROPY;S1SLC;11.04.2019;POST2;IR0001
31;IR0001__S1SLC__2019-04-11__ASC_gVH;gVH;S1SLC;11.04.2019;POST2;IR0001
